"VID_PID";"VID";"VID_name";"PID";"PID_name"
"VID_04B4&PID_0033";"04B4";"Cypress Semiconductor Corp.";"0033";"Mouse"
"VID_04B4&PID_0060";"04B4";"Cypress Semiconductor Corp.";"0060";"Wireless optical mouse"
"VID_04B4&PID_00F3";"04B4";"Cypress Semiconductor Corp.";"00F3";"FX3 micro-controller (DFU mode)"
"VID_04B4&PID_0100";"04B4";"Cypress Semiconductor Corp.";"0100";"Cino FuzzyScan F760-B"
"VID_04B4&PID_0101";"04B4";"Cypress Semiconductor Corp.";"0101";"Keyboard/Hub"
"VID_04B4&PID_0102";"04B4";"Cypress Semiconductor Corp.";"0102";"Keyboard with APM"
"VID_04B4&PID_0130";"04B4";"Cypress Semiconductor Corp.";"0130";"MyIRC Remote Receiver"
"VID_04B4&PID_0306";"04B4";"Cypress Semiconductor Corp.";"0306";"Telephone Receiver"
"VID_04B4&PID_0407";"04B4";"Cypress Semiconductor Corp.";"0407";"Optical Skype Mouse"
"VID_04B4&PID_0818";"04B4";"Cypress Semiconductor Corp.";"0818";"AE-SMKD92-* [Thumb Keyboard]"
"VID_04B4&PID_0BAD";"04B4";"Cypress Semiconductor Corp.";"0BAD";"MetaGeek Wi-Spy"
"VID_04B4&PID_1002";"04B4";"Cypress Semiconductor Corp.";"1002";"CY7C63001 R100 FM Radio"
"VID_04B4&PID_1006";"04B4";"Cypress Semiconductor Corp.";"1006";"Human Interface Device"
"VID_04B4&PID_2050";"04B4";"Cypress Semiconductor Corp.";"2050";"hub"
"VID_04B4&PID_2830";"04B4";"Cypress Semiconductor Corp.";"2830";"Opera1 DVB-S (cold state)"
"VID_04B4&PID_3813";"04B4";"Cypress Semiconductor Corp.";"3813";"NANO BIOS Programmer"
"VID_04B4&PID_4235";"04B4";"Cypress Semiconductor Corp.";"4235";"Monitor 02 Driver"
"VID_04B4&PID_4381";"04B4";"Cypress Semiconductor Corp.";"4381";"SCAPS USC-1 Scanner Controller"
"VID_04B4&PID_4611";"04B4";"Cypress Semiconductor Corp.";"4611";"Storage Adapter FX2 (CY)"
"VID_04B4&PID_4616";"04B4";"Cypress Semiconductor Corp.";"4616";"Flash Disk (TPP)"
"VID_04B4&PID_4624";"04B4";"Cypress Semiconductor Corp.";"4624";"DS-Xtreme Flash Card"
"VID_04B4&PID_4717";"04B4";"Cypress Semiconductor Corp.";"4717";"West Bridge"
"VID_04B4&PID_5201";"04B4";"Cypress Semiconductor Corp.";"5201";"Combi Keyboard-Hub (Hub)"
"VID_04B4&PID_5202";"04B4";"Cypress Semiconductor Corp.";"5202";"Combi Keyboard-Hub (Keyboard)"
"VID_04B4&PID_5500";"04B4";"Cypress Semiconductor Corp.";"5500";"HID->COM RS232 Adapter"
"VID_04B4&PID_5A9B";"04B4";"Cypress Semiconductor Corp.";"5A9B";"Dacal CD/DVD Library D-101/DC-300/DC-016RW"
"VID_04B4&PID_6370";"04B4";"Cypress Semiconductor Corp.";"6370";"ViewMate Desktop Mouse CC2201"
"VID_04B4&PID_6502";"04B4";"Cypress Semiconductor Corp.";"6502";"CY4609"
"VID_04B4&PID_6506";"04B4";"Cypress Semiconductor Corp.";"6506";"CY4603"
"VID_04B4&PID_650A";"04B4";"Cypress Semiconductor Corp.";"650A";"CY4613"
"VID_04B4&PID_6560";"04B4";"Cypress Semiconductor Corp.";"6560";"CY7C65640 USB-2.0 ""TetraHub"""
"VID_04B4&PID_6570";"04B4";"Cypress Semiconductor Corp.";"6570";"Unprogrammed CY7C65632/34 hub HX2VL"
"VID_04B4&PID_6572";"04B4";"Cypress Semiconductor Corp.";"6572";"Unprogrammed CY7C65642 hub"
"VID_04B4&PID_6830";"04B4";"Cypress Semiconductor Corp.";"6830";"CY7C68300A EZ-USB AT2 USB 2.0 to ATA/ATAPI"
"VID_04B4&PID_6831";"04B4";"Cypress Semiconductor Corp.";"6831";"Storage Adapter ISD-300LP (CY)"
"VID_04B4&PID_7417";"04B4";"Cypress Semiconductor Corp.";"7417";"Wireless PC Lock/Ultra Mouse"
"VID_04B4&PID_8329";"04B4";"Cypress Semiconductor Corp.";"8329";"USB To keyboard/Mouse Converter"
"VID_04B4&PID_8613";"04B4";"Cypress Semiconductor Corp.";"8613";"CY7C68013 EZ-USB FX2 USB 2.0 Development Kit"
"VID_04B4&PID_8614";"04B4";"Cypress Semiconductor Corp.";"8614";"DTV-DVB UDST7020BDA DVB-S Box(DVBS for MCE2005)"
"VID_04B4&PID_861F";"04B4";"Cypress Semiconductor Corp.";"861F";"Anysee E30 USB 2.0 DVB-T Receiver"
"VID_04B4&PID_BCA1";"04B4";"Cypress Semiconductor Corp.";"BCA1";"Barcode Reader"
"VID_04B4&PID_CC04";"04B4";"Cypress Semiconductor Corp.";"CC04";"Centor USB RACIA-ALVAR USB PORT"
"VID_04B4&PID_CC06";"04B4";"Cypress Semiconductor Corp.";"CC06";"Centor-P RACIA-ALVAR USB PORT"
"VID_04B4&PID_D5D5";"04B4";"Cypress Semiconductor Corp.";"D5D5";"CY7C63x0x Zoltrix Z-Boxer GamePad"
"VID_04B4&PID_DE61";"04B4";"Cypress Semiconductor Corp.";"DE61";"Barcode Reader"
"VID_04B4&PID_DE64";"04B4";"Cypress Semiconductor Corp.";"DE64";"Barcode Reader"
"VID_04B4&PID_F000";"04B4";"Cypress Semiconductor Corp.";"F000";"CY30700 Licorice evaluation board"
"VID_04B4&PID_F111";"04B4";"Cypress Semiconductor Corp.";"F111";"CY8CKIT-002 PSoC MiniProg3 Rev A Program and debug kit"
"VID_04B4&PID_F115";"04B4";"Cypress Semiconductor Corp.";"F115";"PSoC FirstTouch Programmer"
"VID_04B4&PID_F231";"04B4";"Cypress Semiconductor Corp.";"F231";"DELLY Changer 4in1 universal IR remote"
"VID_04B4&PID_F232";"04B4";"Cypress Semiconductor Corp.";"F232";"Mono embedded computer"
"VID_04B4&PID_FD10";"04B4";"Cypress Semiconductor Corp.";"FD10";"Gembird MSIS-PM"
"VID_04B4&PID_FD13";"04B4";"Cypress Semiconductor Corp.";"FD13";"Energenie EG-PMS"
"VID_04B4&PID_FD15";"04B4";"Cypress Semiconductor Corp.";"FD15";"Energenie EG-PMS2"
"VID_04B5&PID_3064";"04B5";"ROHM LSI Systems USA, LLC";"3064";"Hantek DSO-3064"
"";"04B6";"Hint Corp.";"";""
"";"04B7";"Compal Electronics, Inc.";"";""
"VID_04B8&PID_0001";"04B8";"Seiko Epson Corp.";"0001";"Stylus Color 740 / Photo 750"
"VID_04B8&PID_0002";"04B8";"Seiko Epson Corp.";"0002";"ISD Smart Cable for Mac"
"VID_04B8&PID_0003";"04B8";"Seiko Epson Corp.";"0003";"ISD Smart Cable"
"VID_04B8&PID_0004";"04B8";"Seiko Epson Corp.";"0004";"Printer"
"VID_04B8&PID_0005";"04B8";"Seiko Epson Corp.";"0005";"Printer"
"VID_04B8&PID_0006";"04B8";"Seiko Epson Corp.";"0006";"Printer"
"VID_04B8&PID_0007";"04B8";"Seiko Epson Corp.";"0007";"Printer"
"VID_04B8&PID_0015";"04B8";"Seiko Epson Corp.";"0015";"Stylus Photo R3000"
"VID_04B8&PID_0101";"04B8";"Seiko Epson Corp.";"0101";"GT-7000U [Perfection 636]"
"VID_04B8&PID_0102";"04B8";"Seiko Epson Corp.";"0102";"GT-2200"
"VID_04B8&PID_0103";"04B8";"Seiko Epson Corp.";"0103";"GT-6600U [Perfection 610]"
"VID_04B8&PID_0104";"04B8";"Seiko Epson Corp.";"0104";"GT-7600UF [Perfection 1200U/1200U Photo]"
"VID_04B8&PID_0105";"04B8";"Seiko Epson Corp.";"0105";"Stylus Scan 2000"
"VID_04B8&PID_0106";"04B8";"Seiko Epson Corp.";"0106";"Stylus Scan 2500"
"VID_04B8&PID_0107";"04B8";"Seiko Epson Corp.";"0107";"ES-2000 [Expression 1600U]"
"VID_04B8&PID_0108";"04B8";"Seiko Epson Corp.";"0108";"CC-700"
"VID_04B8&PID_0109";"04B8";"Seiko Epson Corp.";"0109";"ES-8500 [Expression 1640 XL]"
"VID_04B8&PID_010A";"04B8";"Seiko Epson Corp.";"010A";"GT-8700/GT-8700F [Perfection 1640SU/1640SU PHOTO]"
"VID_04B8&PID_010B";"04B8";"Seiko Epson Corp.";"010B";"GT-7700U [Perfection 1240U]"
"VID_04B8&PID_010C";"04B8";"Seiko Epson Corp.";"010C";"GT-6700U [Perfection 640]"
"VID_04B8&PID_010D";"04B8";"Seiko Epson Corp.";"010D";"CC-500L"
"VID_04B8&PID_010E";"04B8";"Seiko Epson Corp.";"010E";"ES-2200 [Perfection 1680]"
"VID_04B8&PID_010F";"04B8";"Seiko Epson Corp.";"010F";"GT-7200U [Perfection 1250/1250 PHOTO]"
"VID_04B8&PID_0110";"04B8";"Seiko Epson Corp.";"0110";"GT-8200U/GT-8200UF [Perfection 1650/1650 PHOTO]"
"VID_04B8&PID_0112";"04B8";"Seiko Epson Corp.";"0112";"GT-9700F [Perfection 2450 PHOTO]"
"VID_04B8&PID_0114";"04B8";"Seiko Epson Corp.";"0114";"Perfection 660"
"VID_04B8&PID_0116";"04B8";"Seiko Epson Corp.";"0116";"GT-9400UF [Perfection 3170]"
"VID_04B8&PID_0118";"04B8";"Seiko Epson Corp.";"0118";"GT-F600 [Perfection 4180]"
"VID_04B8&PID_0119";"04B8";"Seiko Epson Corp.";"0119";"GT-X750 [Perfection 4490 Photo]"
"VID_04B8&PID_011A";"04B8";"Seiko Epson Corp.";"011A";"CC-550L [1000 ICS]"
"VID_04B8&PID_011B";"04B8";"Seiko Epson Corp.";"011B";"GT-9300UF [Perfection 2400 PHOTO]"
"VID_04B8&PID_011C";"04B8";"Seiko Epson Corp.";"011C";"GT-9800F [Perfection 3200]"
"VID_04B8&PID_011D";"04B8";"Seiko Epson Corp.";"011D";"GT-7300U [Perfection 1260/1260 PHOTO]"
"VID_04B8&PID_011E";"04B8";"Seiko Epson Corp.";"011E";"GT-8300UF [Perfection 1660 PHOTO]"
"VID_04B8&PID_011F";"04B8";"Seiko Epson Corp.";"011F";"GT-8400UF [Perfection 1670/1670 PHOTO]"
"VID_04B8&PID_0120";"04B8";"Seiko Epson Corp.";"0120";"GT-7400U [Perfection 1270]"
"VID_04B8&PID_0121";"04B8";"Seiko Epson Corp.";"0121";"GT-F500/GT-F550 [Perfection 2480/2580 PHOTO]"
"VID_04B8&PID_0122";"04B8";"Seiko Epson Corp.";"0122";"GT-F520/GT-F570 [Perfection 3590 PHOTO]"
"VID_04B8&PID_0126";"04B8";"Seiko Epson Corp.";"0126";"ES-7000H [GT-15000]"
"VID_04B8&PID_0128";"04B8";"Seiko Epson Corp.";"0128";"GT-X700 [Perfection 4870]"
"VID_04B8&PID_0129";"04B8";"Seiko Epson Corp.";"0129";"ES-10000G [Expression 10000XL]"
"VID_04B8&PID_012A";"04B8";"Seiko Epson Corp.";"012A";"GT-X800 [Perfection 4990 PHOTO]"
"VID_04B8&PID_012B";"04B8";"Seiko Epson Corp.";"012B";"ES-H300 [GT-2500]"
"VID_04B8&PID_012C";"04B8";"Seiko Epson Corp.";"012C";"GT-X900 [Perfection V700/V750 Photo]"
"VID_04B8&PID_012D";"04B8";"Seiko Epson Corp.";"012D";"GT-F650 [GT-S600/Perfection V10/V100]"
"VID_04B8&PID_012E";"04B8";"Seiko Epson Corp.";"012E";"GT-F670 [Perfection V200 Photo]"
"VID_04B8&PID_012F";"04B8";"Seiko Epson Corp.";"012F";"GT-F700 [Perfection V350]"
"VID_04B8&PID_0130";"04B8";"Seiko Epson Corp.";"0130";"GT-X770 [Perfection V500]"
"VID_04B8&PID_0131";"04B8";"Seiko Epson Corp.";"0131";"GT-F720 [GT-S620/Perfection V30/V300 Photo]"
"VID_04B8&PID_0133";"04B8";"Seiko Epson Corp.";"0133";"GT-1500 [GT-D1000]"
"VID_04B8&PID_0135";"04B8";"Seiko Epson Corp.";"0135";"GT-X970"
"VID_04B8&PID_0136";"04B8";"Seiko Epson Corp.";"0136";"ES-D400 [GT-S80]"
"VID_04B8&PID_0137";"04B8";"Seiko Epson Corp.";"0137";"ES-D200 [GT-S50]"
"VID_04B8&PID_0138";"04B8";"Seiko Epson Corp.";"0138";"ES-H7200 [GT-20000]"
"VID_04B8&PID_013A";"04B8";"Seiko Epson Corp.";"013A";"GT-X820 [Perfection V600 Photo]"
"VID_04B8&PID_0142";"04B8";"Seiko Epson Corp.";"0142";"GT-F730 [GT-S630/Perfection V33/V330 Photo]"
"VID_04B8&PID_0143";"04B8";"Seiko Epson Corp.";"0143";"GT-S55"
"VID_04B8&PID_0144";"04B8";"Seiko Epson Corp.";"0144";"GT-S85"
"VID_04B8&PID_0151";"04B8";"Seiko Epson Corp.";"0151";"Perfection V800 Photo"
"VID_04B8&PID_0202";"04B8";"Seiko Epson Corp.";"0202";"Interface Card UB-U05 for Thermal Receipt Printers [M129C/TM-T70/TM-T88IV]"
"VID_04B8&PID_0401";"04B8";"Seiko Epson Corp.";"0401";"CP 800 Digital Camera"
"VID_04B8&PID_0402";"04B8";"Seiko Epson Corp.";"0402";"PhotoPC 850z"
"VID_04B8&PID_0403";"04B8";"Seiko Epson Corp.";"0403";"PhotoPC 3000z"
"VID_04B8&PID_0509";"04B8";"Seiko Epson Corp.";"0509";"JVC PIX-MC10"
"VID_04B8&PID_0601";"04B8";"Seiko Epson Corp.";"0601";"Stylus Photo 875DC Card Reader"
"VID_04B8&PID_0602";"04B8";"Seiko Epson Corp.";"0602";"Stylus Photo 895 Card Reader"
"VID_04B8&PID_0801";"04B8";"Seiko Epson Corp.";"0801";"CC-600PX [Stylus CX5200/CX5400/CX6600]"
"VID_04B8&PID_0802";"04B8";"Seiko Epson Corp.";"0802";"CC-570L [Stylus CX3100/CX3200]"
"VID_04B8&PID_0803";"04B8";"Seiko Epson Corp.";"0803";"Printer (Composite Device)"
"VID_04B8&PID_0804";"04B8";"Seiko Epson Corp.";"0804";"Storage Device"
"VID_04B8&PID_0805";"04B8";"Seiko Epson Corp.";"0805";"Stylus CX6300/CX6400"
"VID_04B8&PID_0806";"04B8";"Seiko Epson Corp.";"0806";"PM-A850 [Stylus Photo RX600/610]"
"VID_04B8&PID_0807";"04B8";"Seiko Epson Corp.";"0807";"Stylus Photo RX500/510"
"VID_04B8&PID_0808";"04B8";"Seiko Epson Corp.";"0808";"Stylus CX5200/CX5300/CX5400"
"VID_04B8&PID_0809";"04B8";"Seiko Epson Corp.";"0809";"Storage Device"
"VID_04B8&PID_080A";"04B8";"Seiko Epson Corp.";"080A";"F-3200"
"VID_04B8&PID_080C";"04B8";"Seiko Epson Corp.";"080C";"ME100 [Stylus CX1500]"
"VID_04B8&PID_080D";"04B8";"Seiko Epson Corp.";"080D";"Stylus CX4500/4600"
"VID_04B8&PID_080E";"04B8";"Seiko Epson Corp.";"080E";"PX-A550 [CX-3500/3600/3650 MFP]"
"VID_04B8&PID_080F";"04B8";"Seiko Epson Corp.";"080F";"Stylus Photo RX420/RX425/RX430"
"VID_04B8&PID_0810";"04B8";"Seiko Epson Corp.";"0810";"PM-A900 [Stylus Photo RX700]"
"VID_04B8&PID_0811";"04B8";"Seiko Epson Corp.";"0811";"PM-A870 [Stylus Photo RX620/RX630]"
"VID_04B8&PID_0812";"04B8";"Seiko Epson Corp.";"0812";"MFP Composite Device"
"VID_04B8&PID_0813";"04B8";"Seiko Epson Corp.";"0813";"Stylus CX6500/6600"
"VID_04B8&PID_0814";"04B8";"Seiko Epson Corp.";"0814";"PM-A700"
"VID_04B8&PID_0815";"04B8";"Seiko Epson Corp.";"0815";"LP-A500 [AcuLaser CX1]"
"VID_04B8&PID_0816";"04B8";"Seiko Epson Corp.";"0816";"Printer (Composite Device)"
"VID_04B8&PID_0817";"04B8";"Seiko Epson Corp.";"0817";"LP-M5500/LP-M5500F"
"VID_04B8&PID_0818";"04B8";"Seiko Epson Corp.";"0818";"Stylus CX3700/CX3800/DX3800"
"VID_04B8&PID_0819";"04B8";"Seiko Epson Corp.";"0819";"PX-A650 [Stylus CX4700/CX4800/DX4800/DX4850]"
"VID_04B8&PID_081A";"04B8";"Seiko Epson Corp.";"081A";"PM-A750 [Stylus Photo RX520/RX530]"
"VID_04B8&PID_081B";"04B8";"Seiko Epson Corp.";"081B";"MFP Composite Device"
"VID_04B8&PID_081C";"04B8";"Seiko Epson Corp.";"081C";"PM-A890 [Stylus Photo RX640/RX650]"
"VID_04B8&PID_081D";"04B8";"Seiko Epson Corp.";"081D";"PM-A950"
"VID_04B8&PID_081E";"04B8";"Seiko Epson Corp.";"081E";"MFP Composite Device"
"VID_04B8&PID_081F";"04B8";"Seiko Epson Corp.";"081F";"Stylus CX7700/7800"
"VID_04B8&PID_0820";"04B8";"Seiko Epson Corp.";"0820";"Stylus CX4100/CX4200/DX4200"
"VID_04B8&PID_0821";"04B8";"Seiko Epson Corp.";"0821";"Stylus CX5700F/CX5800F"
"VID_04B8&PID_0822";"04B8";"Seiko Epson Corp.";"0822";"Storage Device"
"VID_04B8&PID_0823";"04B8";"Seiko Epson Corp.";"0823";"MFP Composite Device"
"VID_04B8&PID_0824";"04B8";"Seiko Epson Corp.";"0824";"Storage Device"
"VID_04B8&PID_0825";"04B8";"Seiko Epson Corp.";"0825";"MFP Composite Device"
"VID_04B8&PID_0826";"04B8";"Seiko Epson Corp.";"0826";"Storage Device"
"VID_04B8&PID_0827";"04B8";"Seiko Epson Corp.";"0827";"PM-A820 [Stylus Photo RX560/RX580/RX585/RX590]"
"VID_04B8&PID_0828";"04B8";"Seiko Epson Corp.";"0828";"PM-A970"
"VID_04B8&PID_0829";"04B8";"Seiko Epson Corp.";"0829";"PM-T990"
"VID_04B8&PID_082A";"04B8";"Seiko Epson Corp.";"082A";"PM-A920"
"VID_04B8&PID_082B";"04B8";"Seiko Epson Corp.";"082B";"Stylus CX5900/CX5000/DX5000/DX5050"
"VID_04B8&PID_082C";"04B8";"Seiko Epson Corp.";"082C";"Storage Device"
"VID_04B8&PID_082D";"04B8";"Seiko Epson Corp.";"082D";"Storage Device"
"VID_04B8&PID_082E";"04B8";"Seiko Epson Corp.";"082E";"PX-A720 [Stylus CX5900/CX6000/DX6000]"
"VID_04B8&PID_082F";"04B8";"Seiko Epson Corp.";"082F";"PX-A620 [Stylus CX3900/DX4000/DX4050]"
"VID_04B8&PID_0830";"04B8";"Seiko Epson Corp.";"0830";"ME 200 [Stylus CX2800/CX2900]"
"VID_04B8&PID_0831";"04B8";"Seiko Epson Corp.";"0831";"Stylus CX6900F/CX7000F/DX7000F"
"VID_04B8&PID_0832";"04B8";"Seiko Epson Corp.";"0832";"MFP Composite Device"
"VID_04B8&PID_0833";"04B8";"Seiko Epson Corp.";"0833";"LP-M5600"
"VID_04B8&PID_0834";"04B8";"Seiko Epson Corp.";"0834";"LP-M6000"
"VID_04B8&PID_0835";"04B8";"Seiko Epson Corp.";"0835";"AcuLaser CX21"
"VID_04B8&PID_0836";"04B8";"Seiko Epson Corp.";"0836";"PM-T960"
"VID_04B8&PID_0837";"04B8";"Seiko Epson Corp.";"0837";"PM-A940 [Stylus Photo RX680/RX685/RX690]"
"VID_04B8&PID_0838";"04B8";"Seiko Epson Corp.";"0838";"PX-A640 [CX7300/CX7400/DX7400]"
"VID_04B8&PID_0839";"04B8";"Seiko Epson Corp.";"0839";"PX-A740 [CX8300/CX8400/DX8400]"
"VID_04B8&PID_083A";"04B8";"Seiko Epson Corp.";"083A";"PX-FA700 [CX9300F/CX9400Fax/DX9400F]"
"VID_04B8&PID_083B";"04B8";"Seiko Epson Corp.";"083B";"MFP Composite Device"
"VID_04B8&PID_083C";"04B8";"Seiko Epson Corp.";"083C";"PM-A840S [Stylus Photo RX595/RX610]"
"VID_04B8&PID_083D";"04B8";"Seiko Epson Corp.";"083D";"MFP Composite Device"
"VID_04B8&PID_083E";"04B8";"Seiko Epson Corp.";"083E";"MFP Composite Device"
"VID_04B8&PID_083F";"04B8";"Seiko Epson Corp.";"083F";"Stylus CX4300/CX4400/CX5500/CX5600/DX4400/DX4450"
"VID_04B8&PID_0841";"04B8";"Seiko Epson Corp.";"0841";"PX-401A [ME 300/Stylus NX100]"
"VID_04B8&PID_0843";"04B8";"Seiko Epson Corp.";"0843";"LP-M5000"
"VID_04B8&PID_0844";"04B8";"Seiko Epson Corp.";"0844";"EP-901A/EP-901F [Artisan 800/Stylus Photo PX800FW]"
"VID_04B8&PID_0846";"04B8";"Seiko Epson Corp.";"0846";"EP-801A [Artisan 700/Stylus Photo PX700W/TX700W]"
"VID_04B8&PID_0847";"04B8";"Seiko Epson Corp.";"0847";"PX-601F [ME Office 700FW/Stylus Office BX600FW/TX600FW]"
"VID_04B8&PID_0848";"04B8";"Seiko Epson Corp.";"0848";"ME Office 600F/Stylus Office BX300F/TX300F"
"VID_04B8&PID_0849";"04B8";"Seiko Epson Corp.";"0849";"Stylus SX205"
"VID_04B8&PID_084A";"04B8";"Seiko Epson Corp.";"084A";"PX-501A [Stylus NX400]"
"VID_04B8&PID_084D";"04B8";"Seiko Epson Corp.";"084D";"PX-402A [Stylus SX115/Stylus NX110 Series]"
"VID_04B8&PID_084F";"04B8";"Seiko Epson Corp.";"084F";"Multifunctional Printer Scanner [ME Office 510 / Epson Stylus SX215]"
"VID_04B8&PID_0850";"04B8";"Seiko Epson Corp.";"0850";"EP-702A [Stylus Photo PX650/TX650 Series]"
"VID_04B8&PID_0851";"04B8";"Seiko Epson Corp.";"0851";"Stylus SX410"
"VID_04B8&PID_0852";"04B8";"Seiko Epson Corp.";"0852";"EP-802A [Artisan 710 Series/Stylus Photo PX710W/TX720W Series]"
"VID_04B8&PID_0853";"04B8";"Seiko Epson Corp.";"0853";"EP-902A [Artisan 810 Series/Stylus Photo PX810FW Series]"
"VID_04B8&PID_0854";"04B8";"Seiko Epson Corp.";"0854";"ME OFFICE 650FN Series/Stylus Office BX310FN/TX520FN Series"
"VID_04B8&PID_0855";"04B8";"Seiko Epson Corp.";"0855";"PX-602F [Stylus Office BX610FW/TX620FW Series]"
"VID_04B8&PID_0856";"04B8";"Seiko Epson Corp.";"0856";"PX-502A [Stylus SX515W]"
"VID_04B8&PID_085C";"04B8";"Seiko Epson Corp.";"085C";"ME 320/330 Series [Stylus SX125]"
"VID_04B8&PID_085D";"04B8";"Seiko Epson Corp.";"085D";"PX-603F [ME OFFICE 960FWD Series/Stylus Office BX625FWD/TX620FWD Series]"
"VID_04B8&PID_085E";"04B8";"Seiko Epson Corp.";"085E";"PX-503A [ME OFFICE 900WD Series/Stylus Office BX525WD]"
"VID_04B8&PID_085F";"04B8";"Seiko Epson Corp.";"085F";"Stylus Office BX320FW/TX525FW Series"
"VID_04B8&PID_0860";"04B8";"Seiko Epson Corp.";"0860";"EP-903A/EP-903F [Artisan 835/Stylus Photo PX820FWD Series]"
"VID_04B8&PID_0861";"04B8";"Seiko Epson Corp.";"0861";"EP-803A/EP-803AW [Artisan 725/Stylus Photo PX720WD/TX720WD Series]"
"VID_04B8&PID_0862";"04B8";"Seiko Epson Corp.";"0862";"EP-703A [Stylus Photo PX660 Series]"
"VID_04B8&PID_0863";"04B8";"Seiko Epson Corp.";"0863";"ME OFFICE 620F Series/Stylus Office BX305F/BX305FW/TX320F"
"VID_04B8&PID_0864";"04B8";"Seiko Epson Corp.";"0864";"ME OFFICE 560W Series"
"VID_04B8&PID_0865";"04B8";"Seiko Epson Corp.";"0865";"ME OFFICE 520 Series"
"VID_04B8&PID_0866";"04B8";"Seiko Epson Corp.";"0866";"AcuLaser MX20DN/MX20DNF/MX21DNF"
"VID_04B8&PID_0869";"04B8";"Seiko Epson Corp.";"0869";"PX-1600F"
"VID_04B8&PID_086A";"04B8";"Seiko Epson Corp.";"086A";"PX-673F [Stylus Office BX925FWD]"
"VID_04B8&PID_0870";"04B8";"Seiko Epson Corp.";"0870";"Stylus Office BX305FW Plus"
"VID_04B8&PID_0871";"04B8";"Seiko Epson Corp.";"0871";"K200 Series"
"VID_04B8&PID_0872";"04B8";"Seiko Epson Corp.";"0872";"K300 Series"
"VID_04B8&PID_0873";"04B8";"Seiko Epson Corp.";"0873";"L200 Series"
"VID_04B8&PID_0878";"04B8";"Seiko Epson Corp.";"0878";"EP-704A"
"VID_04B8&PID_0879";"04B8";"Seiko Epson Corp.";"0879";"EP-904A/EP-904F [Artisan 837/Stylus Photo PX830FWD Series]"
"VID_04B8&PID_087B";"04B8";"Seiko Epson Corp.";"087B";"EP-804A/EP-804AR/EP-804AW [Stylus Photo PX730WD/Artisan 730 Series]"
"VID_04B8&PID_087C";"04B8";"Seiko Epson Corp.";"087C";"PX-1700F"
"VID_04B8&PID_087D";"04B8";"Seiko Epson Corp.";"087D";"PX-B750F/WP-4525 Series"
"VID_04B8&PID_087F";"04B8";"Seiko Epson Corp.";"087F";"PX-403A"
"VID_04B8&PID_0880";"04B8";"Seiko Epson Corp.";"0880";"PX-434A [Stylus NX330 Series]"
"VID_04B8&PID_0881";"04B8";"Seiko Epson Corp.";"0881";"PX-404A [ME OFFICE 535]"
"VID_04B8&PID_0883";"04B8";"Seiko Epson Corp.";"0883";"ME 340 Series/Stylus NX130 Series"
"VID_04B8&PID_0884";"04B8";"Seiko Epson Corp.";"0884";"Stylus NX430W Series"
"VID_04B8&PID_0885";"04B8";"Seiko Epson Corp.";"0885";"Stylus NX230/SX235W Series"
"VID_04B8&PID_088F";"04B8";"Seiko Epson Corp.";"088F";"Stylus Office BX635FWD"
"VID_04B8&PID_0890";"04B8";"Seiko Epson Corp.";"0890";"ME OFFICE 940FW Series/Stylus Office BX630FW Series"
"VID_04B8&PID_0891";"04B8";"Seiko Epson Corp.";"0891";"Stylus Office BX535WD"
"VID_04B8&PID_0892";"04B8";"Seiko Epson Corp.";"0892";"Stylus Office BX935FWD"
"VID_04B8&PID_0893";"04B8";"Seiko Epson Corp.";"0893";"EP-774A"
"VID_04B8&PID_0E03";"04B8";"Seiko Epson Corp.";"0E03";"Thermal Receipt Printer [TM-T20]"
"VID_04B8&PID_1114";"04B8";"Seiko Epson Corp.";"1114";"XP-440 [Expression Home Small-in-One Printer]"
"VID_04B8&PID_1129";"04B8";"Seiko Epson Corp.";"1129";"ET-4750 [WorkForce ET-4750 EcoTank All-in-One]"
"VID_04B8&PID_1168";"04B8";"Seiko Epson Corp.";"1168";"Workforce WF-7820/7840 Series"
"VID_04B9&PID_0300";"04B9";"Rainbow Technologies, Inc.";"0300";"SafeNet USB SuperPro/UltraPro"
"VID_04B9&PID_1000";"04B9";"Rainbow Technologies, Inc.";"1000";"iKey 1000 Token"
"VID_04B9&PID_1001";"04B9";"Rainbow Technologies, Inc.";"1001";"iKey 1200 Token"
"VID_04B9&PID_1002";"04B9";"Rainbow Technologies, Inc.";"1002";"iKey Token"
"VID_04B9&PID_1003";"04B9";"Rainbow Technologies, Inc.";"1003";"iKey Token"
"VID_04B9&PID_1004";"04B9";"Rainbow Technologies, Inc.";"1004";"iKey Token"
"VID_04B9&PID_1005";"04B9";"Rainbow Technologies, Inc.";"1005";"iKey Token"
"VID_04B9&PID_1006";"04B9";"Rainbow Technologies, Inc.";"1006";"iKey Token"
"VID_04B9&PID_1200";"04B9";"Rainbow Technologies, Inc.";"1200";"iKey 2000 Token"
"VID_04B9&PID_1201";"04B9";"Rainbow Technologies, Inc.";"1201";"iKey Token"
"VID_04B9&PID_1202";"04B9";"Rainbow Technologies, Inc.";"1202";"iKey 2032 Token"
"VID_04B9&PID_1203";"04B9";"Rainbow Technologies, Inc.";"1203";"iKey Token"
"VID_04B9&PID_1204";"04B9";"Rainbow Technologies, Inc.";"1204";"iKey Token"
"VID_04B9&PID_1205";"04B9";"Rainbow Technologies, Inc.";"1205";"iKey Token"
